# name<TAB>remote<TAB>commit
Civicomfy	NOT-A-GIT-CHECKOUT	-
ComfyUI-KJNodes	NOT-A-GIT-CHECKOUT	-
ComfyUI-Manager	NOT-A-GIT-CHECKOUT	-
ComfyUI-RunpodDirect	NOT-A-GIT-CHECKOUT	-
__pycache__	NOT-A-GIT-CHECKOUT	-
